date;Alnus;Betula;Taxus;Fraxinus;Poaceae;Quercus;Ulmus;Urtica
2015-08-02;0;0;1;0;2;0;0;22
2015-08-03;0;0;1;0;7;0;0;68,5
2015-08-04;0;0;0;0;22;0;0;70,5
2015-08-05;0;0;0;0;20;0;0;57
2015-08-06;0;0;0;0;8;0;0;68,5
2015-08-07;0;0;0;0;13;0;0;128
2015-08-08;0;0;0;0;20;0;0;101
2015-08-09;0;0;0;0;21;0;0;133
2015-08-10;0;0;0;0;9;0;0;91,5
2015-08-11;0;0;0;0;10;0;0;66
2015-08-12;0;0;0;0;7;0;0;45,5
2015-08-13;0;0;0;0;4;0;0;42,5
2015-08-14;0;0;0;0;16;0;0;37,5
2015-08-15;0;0;0;0;2;0;0;12
2015-08-16;0;0;0;0;0;0;0;5
2015-08-17;0;0;0;0;0;0;0;2
2015-08-18;0;0;0;0;1;0;0;33,5
2015-08-19;0;0;0;0;1;0;0;24
2015-08-20;0;0;0;0;1;0;0;33
2015-08-21;0;0;0;0;1;0;0;7
2015-08-22;0;0;0;0;3;0;0;21,5
2015-08-23;0;0;0;0;2;0;0;15
2015-08-24;0;0;0;0;3;0;0;13
2015-08-25;0;0;0;0;2;0;0;7
2015-08-26;0;0;0;0;1;0;0;11
2015-08-27;0;0;0;0;2;0;0;10
2015-08-28;0;0;0;0;3;0;0;20
2015-08-29;0;0;0;0;8;0;0;32,5
2015-08-30;0;0;0;0;2;0;0;17
2015-08-31;0;0;1;0;3;0;0;23
2015-09-01;0;0;3;0;2;0;0;1
2015-09-02;0;0;0;0;0;0;0;1
2015-09-03;0;0;0;0;0;0;0;1
2015-09-04;0;0;1;0;0;0;0;3
2015-09-05;0;0;3;0;1;0;0;5
2015-09-06;0;0;0;0;1;0;0;0
2015-09-07;0;0;0;0;0;0;0;1
2015-09-08;0;0;0;0;1;0;0;0
2015-09-09;0;0;0;0;2;0;0;2
2015-09-10;0;0;0;0;1;0;0;1
2015-09-11;0;0;0;0;1;0;0;0
2015-09-12;0;0;0;0;2;0;0;3
2015-09-13;0;0;0;0;1;0;0;2
2015-09-14;0;0;1;0;0;0;0;1
2015-09-15;0;0;0;0;1;0;0;0
2015-09-16;0;0;0;0;0;0;0;0
2015-09-17;0;0;3;0;2;0;0;4
2015-09-18;0;0;0;0;1;0;0;1
2015-09-19;0;0;0;0;0;0;0;2
2015-09-20;0;0;0;0;0;0;0;3
2015-09-21;0;0;0;0;2;0;0;1
2015-09-22;0;0;0;0;0;0;0;1
2015-09-23;0;0;0;0;0;0;0;0
2015-09-24;0;0;0;0;0;0;0;0
2015-09-25;0;0;0;0;0;0;0;0
2015-09-26;0;0;0;0;0;0;0;1
2015-09-27;0;0;0;0;0;0;0;0
2015-09-28;0;0;1;0;0;0;0;0
2015-09-29;0;0;0;0;1;0;0;0
2015-09-30;0;0;0;0;0;0;0;0
2015-10-01;0;0;0;0;0;0;0;0
2015-10-02;0;0;0;0;1;0;0;0
2015-10-03;0;0;0;0;1;0;0;0
2015-10-04;0;0;0;0;1;0;0;1
2015-10-05;0;0;0;0;1;0;0;0
2015-10-06;0;0;0;0;0;0;0;2
2015-10-07;0;0;0;0;0;0;0;0
2015-10-08;0;0;0;0;0;0;0;0
2015-10-09;0;0;1;0;0;0;0;0
2015-10-10;0;0;4;0;1;0;0;0
2015-10-11;0;0;5;0;0;0;0;0
2015-10-12;0;0;1;0;2;0;0;0
2015-10-13;0;0;0;0;0;0;0;0
2015-10-14;;;;;;;;
2015-10-15;;;;;;;;
2015-10-16;;;;;;;;
2015-10-17;;;;;;;;
2015-10-18;;;;;;;;
2015-10-19;;;;;;;;
2015-10-20;;;;;;;;
2015-10-21;;;;;;;;
2015-10-22;;;;;;;;
2015-10-23;;;;;;;;
2015-10-24;;;;;;;;
2015-10-25;;;;;;;;
2015-10-26;;;;;;;;
2015-10-27;;;;;;;;
2015-10-28;;;;;;;;
2015-10-29;;;;;;;;
2015-10-30;;;;;;;;
2015-10-31;;;;;;;;
2015-11-01;;;;;;;;
2015-11-02;;;;;;;;
2015-11-03;;;;;;;;
2015-11-04;;;;;;;;
2015-11-05;;;;;;;;
2015-11-06;;;;;;;;
2015-11-07;;;;;;;;
2015-11-08;;;;;;;;
2015-11-09;;;;;;;;
2015-11-10;;;;;;;;
2015-11-11;;;;;;;;
2015-11-12;;;;;;;;
2015-11-13;;;;;;;;
2015-11-14;;;;;;;;
2015-11-15;;;;;;;;
2015-11-16;;;;;;;;
2015-11-17;;;;;;;;
2015-11-18;;;;;;;;
2015-11-19;;;;;;;;
2015-11-20;;;;;;;;
2015-11-21;;;;;;;;
2015-11-22;;;;;;;;
2015-11-23;;;;;;;;
2015-11-24;;;;;;;;
2015-11-25;;;;;;;;
2015-11-26;;;;;;;;
2015-11-27;;;;;;;;
2015-11-28;;;;;;;;
2015-11-29;;;;;;;;
2015-11-30;;;;;;;;
2015-12-01;;;;;;;;
2015-12-02;;;;;;;;
2015-12-03;;;;;;;;
2015-12-04;;;;;;;;
2015-12-05;;;;;;;;
2015-12-06;;;;;;;;
2015-12-07;;;;;;;;
2015-12-08;;;;;;;;
2015-12-09;;;;;;;;
2015-12-10;;;;;;;;
2015-12-11;;;;;;;;
2015-12-12;;;;;;;;
2015-12-13;;;;;;;;
2015-12-14;;;;;;;;
2015-12-15;;;;;;;;
2015-12-16;;;;;;;;
2015-12-17;;;;;;;;
2015-12-18;;;;;;;;
2015-12-19;;;;;;;;
2015-12-20;;;;;;;;
2015-12-21;;;;;;;;
2015-12-22;;;;;;;;
2015-12-23;;;;;;;;
2015-12-24;;;;;;;;
2015-12-25;;;;;;;;
2015-12-26;;;;;;;;
2015-12-27;;;;;;;;
2015-12-28;;;;;;;;
2015-12-29;;;;;;;;
2015-12-30;;;;;;;;
2015-12-31;;;;;;;;
